8700000000,0.44364065,4.9345946
8700046674.4457,0.44286761,5.1488075
8700093348.8915,0.44129816,5.6064148
8700140023.3372,0.44258577,4.9885969
8700186697.783,0.44220468,4.7817154
8700233372.2287,0.44370675,5.0069933
8700280046.6744,0.44305167,5.2342687
8700326721.1202,0.44389886,4.9241481
8700373395.5659,0.44159427,5.49684
8700420070.0117,0.44271004,4.7425737
8700466744.4574,0.44359618,4.8841915
8700513418.9032,0.44088528,5.0903707
8700560093.3489,0.44454351,4.8170443
8700606767.7946,0.44016764,5.1222796
8700653442.2404,0.44796279,5.1421895
8700700116.6861,0.44132397,5.1322803
8700746791.1319,0.4412615,5.0318494
8700793465.5776,0.44533074,4.9805045
8700840140.0233,0.44352743,5.3242407
8700886814.4691,0.44232497,4.8641253
8700933488.9148,0.44460276,4.9513917
8700980163.3606,0.44720796,4.8690128
8701026837.8063,0.44397148,5.0121574
8701073512.252,0.44447875,5.1570921
8701120186.6978,0.44252312,4.9507823
8701166861.1435,0.44804341,4.4690251
8701213535.5893,0.44287139,4.6128845
8701260210.035,0.44359031,4.4592481
8701306884.4807,0.44558853,4.5135498
8701353558.9265,0.44474027,4.6620064
8701400233.3722,0.44304913,4.8511224
8701446907.818,0.44531363,4.7703338
8701493582.2637,0.44835484,4.9169788
8701540256.7095,0.44678795,4.922905
8701586931.1552,0.4480553,4.8072953
8701633605.6009,0.44702828,4.9331522
8701680280.0467,0.44519603,4.8888688
8701726954.4924,0.44561419,5.2316909
8701773628.9382,0.4440721,4.6081371
8701820303.3839,0.44547844,4.6764216
8701866977.8296,0.45009193,5.2643952
8701913652.2754,0.44541395,5.0500731
8701960326.7211,0.44922537,4.8933911
8702007001.1669,0.44896534,4.7139974
8702053675.6126,0.44654009,4.7313018
8702100350.0583,0.44779789,4.3322792
8702147024.5041,0.44712844,4.6114306
8702193698.9498,0.4471398,4.6070089
8702240373.3956,0.44380686,4.4921451
8702287047.8413,0.44661281,4.7588339
8702333722.287,0.44801053,4.9820619
8702380396.7328,0.44411561,4.8124852
8702427071.1785,0.44763392,4.2212467
8702473745.6243,0.44881558,4.5291696
8702520420.07,0.44958052,4.3951812
8702567094.5158,0.44786367,4.497191
8702613768.9615,0.45148253,4.4535766
8702660443.4072,0.44993347,4.6492815
8702707117.853,0.44748291,4.2531214
8702753792.2987,0.44874576,3.8158739
8702800466.7445,0.44724852,4.3600111
8702847141.1902,0.45062101,4.4768949
8702893815.6359,0.44925031,4.2472577
8702940490.0817,0.45098835,4.6495323
8702987164.5274,0.45148265,4.149416
8703033838.9732,0.44982848,4.7922106
8703080513.4189,0.44618353,4.5184031
8703127187.8646,0.45027319,4.052475
8703173862.3104,0.44693321,4.3526378
8703220536.7561,0.44956031,4.0868168
8703267211.2019,0.45004249,4.2287493
8703313885.6476,0.45072463,4.4478936
8703360560.0933,0.44735587,4.2303977
8703407234.5391,0.449016,4.7664304
8703453908.9848,0.45276543,4.5348811
8703500583.4306,0.45307806,4.3684449
8703547257.8763,0.45122901,4.2643952
8703593932.3221,0.44996732,4.3217497
8703640606.7678,0.45013833,4.1952024
8703687281.2135,0.44986516,3.8082309
8703733955.6593,0.45211142,4.3563781
8703780630.105,0.44979098,4.1247349
8703827304.5508,0.44962662,4.2083697
8703873978.9965,0.45387059,4.3246393
8703920653.4422,0.45011052,4.1659141
8703967327.888,0.45083985,4.021657
8704014002.3337,0.44989958,4.4767876
8704060676.7795,0.45235473,3.839725
8704107351.2252,0.45038354,4.65977
8704154025.6709,0.45102072,3.9334326
8704200700.1167,0.45154303,4.0444398
8704247374.5624,0.4518573,3.7873394
8704294049.0082,0.45262641,4.432992
8704340723.4539,0.45122263,3.6388381
8704387397.8997,0.45524246,3.9048605
8704434072.3454,0.45266172,3.9992354
8704480746.7911,0.45294663,3.8779612
8704527421.2369,0.45201913,3.9573681
8704574095.6826,0.45099699,3.8661463
8704620770.1284,0.45347929,4.0802822
8704667444.5741,0.45454517,3.7054627
8704714119.0198,0.45385164,3.8952754
8704760793.4656,0.45531753,3.859597
8704807467.9113,0.45626804,3.7153852
8704854142.3571,0.45234808,3.6696784
8704900816.8028,0.45267531,3.5030568
8704947491.2485,0.4549413,3.8577924
8704994165.6943,0.45201844,3.6697216
8705040840.14,0.45345116,3.6816659
8705087514.5858,0.45559815,3.3949213
8705134189.0315,0.45608166,3.2889833
8705180863.4772,0.45664388,3.6500556
8705227537.923,0.45241597,3.2930984
8705274212.3687,0.45582759,3.4669256
8705320886.8145,0.45449883,3.6032693
8705367561.2602,0.45431405,4.1242366
8705414235.706,0.45630604,2.8798628
8705460910.1517,0.45589045,3.0982199
8705507584.5974,0.45269558,3.5102894
8705554259.0432,0.45342562,3.1574907
8705600933.4889,0.45472166,3.4222767
8705647607.9347,0.45629492,3.1784747
8705694282.3804,0.4579218,3.4782932
8705740956.8261,0.45855996,3.3013315
8705787631.2719,0.45620874,3.4079239
8705834305.7176,0.4576188,3.5657144
8705880980.1634,0.45581427,3.2989116
8705927654.6091,0.45607048,3.2832472
8705974329.0548,0.45738134,3.2949789
8706021003.5006,0.45972675,2.9989405
8706067677.9463,0.45784226,2.9103382
8706114352.3921,0.45960608,3.0406716
8706161026.8378,0.45645794,3.0089736
8706207701.2835,0.46169263,3.1263609
8706254375.7293,0.45787275,3.0557766
8706301050.175,0.45900321,3.1666718
8706347724.6208,0.45972887,2.6821251
8706394399.0665,0.46000278,2.9216387
8706441073.5123,0.45762306,2.5809371
8706487747.958,0.46046856,2.7969024
8706534422.4037,0.46003553,2.7184925
8706581096.8495,0.46258631,2.492017
8706627771.2952,0.46115461,2.9083409
8706674445.741,0.46167082,2.656492
8706721120.1867,0.46003282,2.4065394
8706767794.6324,0.46051496,2.7678099
8706814469.0782,0.46244702,2.6245978
8706861143.5239,0.46432179,2.744168
8706907817.9697,0.4609499,2.4620218
8706954492.4154,0.46051127,2.4051154
8707001166.8611,0.4618614,2.4469118
8707047841.3069,0.46160734,2.7688279
8707094515.7526,0.46473277,2.2951403
8707141190.1984,0.46303529,2.4875889
8707187864.6441,0.46417546,2.3914866
8707234539.0898,0.4624933,2.0801322
8707281213.5356,0.46214536,2.032373
8707327887.9813,0.46345305,2.2330134
8707374562.4271,0.46557027,2.0460627
8707421236.8728,0.46539041,1.9841473
8707467911.3186,0.46406066,1.9695576
8707514585.7643,0.46472442,2.2406271
8707561260.21,0.46537486,1.7500527
8707607934.6558,0.4646613,2.1812646
8707654609.1015,0.46582484,1.7176279
8707701283.5473,0.46314445,1.7798312
8707747957.993,0.46289203,1.6109053
8707794632.4387,0.4647606,1.6411722
8707841306.8845,0.46427336,1.903778
8707887981.3302,0.46487209,1.3871425
8707934655.776,0.46407753,1.483885
8707981330.2217,0.46422032,1.441656
8708028004.6674,0.46785131,1.3876234
8708074679.1132,0.46692201,1.6487979
8708121353.5589,0.46611217,1.3779289
8708168028.0047,0.46891636,1.3401538
8708214702.4504,0.46955276,1.3082802
8708261376.8961,0.46605331,1.2845899
8708308051.3419,0.46712306,1.4410169
8708354725.7876,0.47070065,1.1537688
8708401400.2334,0.46797898,0.74783659
8708448074.6791,0.46913233,1.1164232
8708494749.1249,0.46745878,0.81757343
8708541423.5706,0.46722162,1.126474
8708588098.0163,0.46916929,0.85314023
8708634772.4621,0.46887612,0.77867275
8708681446.9078,0.47291622,0.70049447
8708728121.3536,0.46955088,0.57439226
8708774795.7993,0.46686119,0.58923197
8708821470.245,0.46898064,0.40871507
8708868144.6908,0.47129053,0.50664747
8708914819.1365,0.47019687,0.40022668
8708961493.5823,0.469257,0.11470479
8709008168.028,0.46848848,0.12066007
8709054842.4737,0.46937749,0.44938493
8709101516.9195,0.47130325,0.24166146
8709148191.3652,0.47031447,-0.15719147
8709194865.811,0.46921131,0.22818886
8709241540.2567,0.4678233,0.0973427
8709288214.7024,0.46984988,-0.0058354414
8709334889.1482,0.46721634,-0.22446974
8709381563.5939,0.4715938,-0.30886284
8709428238.0397,0.47322604,-0.0021402263
8709474912.4854,0.47534305,-0.42710757
8709521586.9312,0.47264677,-0.40921944
8709568261.3769,0.46944788,-0.63303316
8709614935.8226,0.47149774,-1.0303336
8709661610.2684,0.47124442,-1.1005611
8709708284.7141,0.4712427,-1.0507402
8709754959.1599,0.47403619,-0.76916689
8709801633.6056,0.47010583,-1.0032576
8709848308.0513,0.47319299,-0.73377222
8709894982.4971,0.47542357,-1.3156246
8709941656.9428,0.47468668,-1.0586294
8709988331.3886,0.47426918,-1.0079765
8710035005.8343,0.47409639,-1.5912508
8710081680.28,0.47344315,-1.5746013
8710128354.7258,0.4743838,-1.4368843
8710175029.1715,0.47579223,-1.4592789
8710221703.6173,0.47403088,-1.7155408
8710268378.063,0.47629651,-1.5587292
8710315052.5088,0.47497153,-1.8811048
8710361726.9545,0.47612712,-1.5861081
8710408401.4002,0.47277141,-2.1601107
8710455075.846,0.4762533,-1.528048
8710501750.2917,0.47714075,-1.9954427
8710548424.7375,0.47493112,-2.0258944
8710595099.1832,0.47528553,-2.11781
8710641773.6289,0.47665489,-2.574559
8710688448.0747,0.47629821,-2.4972737
8710735122.5204,0.47460589,-2.4684474
8710781796.9662,0.47804096,-2.5795569
8710828471.4119,0.47880432,-2.9429739
8710875145.8576,0.47709587,-3.070508
8710921820.3034,0.47534055,-3.2499294
8710968494.7491,0.47654393,-3.0982432
8711015169.1949,0.47754985,-3.4486685
8711061843.6406,0.47753918,-3.5734453
8711108518.0863,0.47971079,-3.8158057
8711155192.5321,0.47883096,-4.01192
8711201866.9778,0.47646588,-4.1346364
8711248541.4236,0.47767287,-4.0998302
8711295215.8693,0.47992095,-4.2426748
8711341890.3151,0.47593874,-4.7489281
8711388564.7608,0.47607484,-4.7319827
8711435239.2065,0.47945362,-5.4966788
8711481913.6523,0.47832021,-5.0239525
8711528588.098,0.47847459,-5.3153129
8711575262.5438,0.47748125,-5.3959689
8711621936.9895,0.47729182,-4.6719174
8711668611.4352,0.47871959,-5.6015515
8711715285.881,0.48154902,-5.5618935
8711761960.3267,0.4811461,-5.7328839
8711808634.7725,0.48042935,-6.2224951
8711855309.2182,0.47784916,-6.4003363
8711901983.6639,0.47725749,-6.5491853
8711948658.1097,0.48113123,-6.6955743
8711995332.5554,0.47598818,-7.6078925
8712042007.0012,0.48067376,-6.7258391
8712088681.4469,0.48023334,-6.9793057
8712135355.8926,0.47855991,-7.2577162
8712182030.3384,0.48037007,-7.8730369
8712228704.7841,0.47990769,-7.2143397
8712275379.2299,0.47806814,-8.4272528
8712322053.6756,0.47680581,-8.8077822
8712368728.1214,0.47917783,-8.8844986
8712415402.5671,0.48147857,-8.8086138
8712462077.0128,0.48149511,-8.7252464
8712508751.4586,0.47970369,-8.9896278
8712555425.9043,0.47909698,-9.0687952
8712602100.3501,0.48097461,-9.5115404
8712648774.7958,0.47984904,-10.13794
8712695449.2415,0.47762784,-9.7702141
8712742123.6873,0.47714022,-10.683949
8712788798.133,0.4772321,-10.488419
8712835472.5788,0.47588953,-10.979197
8712882147.0245,0.47596639,-11.285661
8712928821.4702,0.4749288,-11.943811
8712975495.916,0.47563878,-11.631645
8713022170.3617,0.47284773,-12.243906
8713068844.8075,0.47439787,-12.51263
8713115519.2532,0.4738822,-12.515077
8713162193.6989,0.47367454,-12.783232
8713208868.1447,0.47146142,-14.036137
8713255542.5904,0.47209531,-13.791278
8713302217.0362,0.47623894,-14.163729
8713348891.4819,0.46926853,-15.13285
8713395565.9277,0.46817267,-15.201371
8713442240.3734,0.468555,-14.941553
8713488914.8191,0.47042042,-15.41197
8713535589.2649,0.46614823,-16.452473
8713582263.7106,0.46693262,-16.380463
8713628938.1564,0.46526453,-17.127476
